Name	Score	Freq
AT4G30910:15043339:15043407	0.00126264697166947	2
AT2G27350:11699995:11699997	0.00128444444593205	2
AT5G48545+AT5G48543:19677035:19677544	0.00129175131124028	2
AT2G32700:13870117:13870122	0.00129663395341661	2
AT3G26090+AT3G26085:9535013:9535134	0.00131625569995805	2
AT5G53470+AT5G53460:21712215:21712614	0.00131871867471009	2
AT4G00700+AT4G00690+AT4G00695:282397:282519	0.00132118392845317	2
AT2G35390:14895709:14895811	0.00132859336297886	2
AT1G07700:2379730:2379798	0.00133850451094571	2
AT1G06680+AT1G06670:2044707:2045786	0.00134285453324727	1
AT1G19690+AT1G19700:6809336:6809584	0.00134845211445229	2
AT5G44020+AT5G44030:17715739:17716351	0.00135343958573355	2
AT2G41840+AT2G41835:17459316:17459684	0.00135593673852877	2
AT5G44020+AT5G44030:17716657:17716782	0.00135843616934044	2
AT1G71310:26878861:26879289	0.00135843616934044	2
AT3G27260:10070619:10070645	0.00136344186475322	2
AT2G03870+AT2G03880:1181513:1183703	0.00136845667145216	2
AT4G28706+AT4G28710:14170536:14170613	0.00137851361662965	2
AT3G08840:2683281:2683387	0.00138860700071525	2
AT3G26090+AT3G26085:9534483:9534721	0.00139620094931193	2
AT2G01420:182005:182016	0.00139873681955151	2
AT5G44290:17843577:17843678	0.00140635809148295	2
AT4G19880:10786440:10786556	0.0014114503231316	2
AT4G28706+AT4G28710:14168116:14168205	0.0014165516611295	2
AT2G40550+AT2G40540:16931048:16931164	0.00143191030802259	2
AT4G15233+AT4G15230:8683431:8683534	0.00143447804912063	2
AT1G33640+AT1G06683+AT1G33615:12195782:12195852	0.00145474381366874	1
AT5G48220:19550193:19550226	0.00145510190854911	2
AT1G20920:7289310:7289385	0.00147326724955445	2
AT1G68820:25866865:25866882	0.00147847782321641	2
AT1G64430:23936364:23936694	0.00148369749647346	2
AT2G25880:11037213:11038191	0.00148631074528782	2
AT2G33540:14208050:14208174	0.00148892626880614	2
AT2G01130+AT2G01140:92925:93084	0.00150203800468473	2
AT3G54500:20178158:20178160	0.00150466717506333	2
AT2G01130+AT2G01140:93201:93389	0.00151256833143618	2
AT1G25420:8916191:8916360	0.00153108395185677	2
AT1G79190:29792211:29792228	0.00154704315489829	2
AT2G01130+AT2G01140:93709:93933	0.00154971097868801	2
AT5G23770+AT5G23760:8014381:8015139	0.0015550534456399	2
AT1G06680+AT1G06670:2043590:2044576	0.0015666307459334	1
AT1G13450:4613708:4613754	0.0015711353968012	2
AT1G70410:26537423:26537426	0.00157382367656607	2
AT5G19500:6578890:6579340	0.00158729916251572	2
AT3G26090+AT3G26085:9535222:9535629	0.00159000107667635	2
AT2G41840+AT2G41835:17457699:17458760	0.00159541172144906	2
AT1G70410:26537427:26537492	0.00161442054407884	2
AT4G21660:11508387:11508668	0.0016253327048024	2
AT1G73390:27594495:27594498	0.00163628120678038	2
AT4G32900:15879538:15879545	0.00166381142745768	2
AT4G00700+AT4G00690+AT4G00695:282594:282697	0.00166657693790558	2
AT5G46410+AT5G46420:18830370:18830509	0.00167211476980158	2
AT4G28706+AT4G28710:14170178:14170230	0.0016748870911199	2
AT5G10940:3452076:3452084	0.00167766168259859	2
AT5G56100+AT5G56090:22716998:22717849	0.0016785153300741	1
AT5G46410+AT5G46420:18829625:18830191	0.00168043854417276	2
AT5G60940:24523688:24523779	0.00169435690120496	2
AT2G26980:11516208:11516696	0.0016971473819895	2
AT5G66100+AT5G66110:26430392:26430815	0.00170553244193148	2
AT2G01130+AT2G01140:94187:94347	0.00171393792689357	2
AT5G22875:7650682:7650710	0.00171674429380488	2
AT5G43500:17470021:17470076	0.00171955292990336	2
AT3G23590+AT3G23600:8472349:8473626	0.00174776408191099	2
AT4G24590:12697202:12697216	0.00176195472972923	2
AT5G44020+AT5G44030:17717146:17717691	0.00176479966400018	2
AT3G45190:16547232:16547518	0.00176764686635553	2
AT5G44290:17843433:17843493	0.00177905835532388	2
AT1G20696:7181500:7181535	0.00179039756612371	1
AT1G70410:26537404:26537422	0.00179050612845404	2
AT3G24740:9031588:9031846	0.00179337374065043	2
AT5G02860:657004:657216	0.00179911576728582	2
AT5G08580:2780726:2780807	0.0018163962604635	2
AT2G41880:17476900:17476914	0.00183375836265337	2
AT1G30690:10887828:10887850	0.00183956386296502	2
AT4G22540+AT4G22530:11859225:11859882	0.00184828911125708	2
AT5G22730:7551902:7552009	0.00185120205984828	2
AT3G55740:20695930:20696495	0.00185703475538239	2
AT1G55810:20860832:20861207	0.00187165614824347	2
AT3G25840:9452602:9452781	0.00187458722412997	2
AT1G09910:3223832:3224206	0.00188339404525096	2
AT5G46410+AT5G46420:18831033:18831293	0.00189811738810089	2
AT1G23230:8246299:8246303	0.00190227745411507	1
AT2G01130+AT2G01140:89897:89956	0.00190993683459635	2
AT5G57887+AT5G57880:23445886:23445953	0.00190993683459635	2
AT5G20490:6936002:6936145	0.00191882520053747	2
AT4G24230:12567145:12567237	0.0019217925185663	2
AT5G44020+AT5G44030:17716425:17716562	0.00193070805989057	2
AT5G46410+AT5G46420:18832223:18832414	0.00193368443586185	2
AT4G25280:12941045:12941207	0.00193666307615668	2
AT5G46410+AT5G46420:18830626:18830760	0.0019426271494577	2
AT5G63460:25414413:25414448	0.00194860027927509	2
AT5G44020+AT5G44030:17718253:17718603	0.00197258335333724	2
AT2G27340:11697164:11697448	0.00198161435532814	2
AT5G46410+AT5G46420:18830844:18830954	0.00200882957177146	2
AT1G80040+AT1G80030:30105251:30105340	0.00200882957177146	2
AT2G47935:19617250:19617549	0.00203928365590596	2
AT3G14660:4925557:4925652	0.00204540161946875	2
AT2G47935:19617589:19617721	0.00204846399417093	2
AT5G44290:17843494:17843576	0.00205152863073391	2
AT5G46410+AT5G46420:18832546:18833060	0.00206073611093968	2
AT5G20490:6935751:6935896	0.0020638097942979	2
AT4G11840:7125336:7126317	0.00207304441333435	2
AT1G13450:4613517:4613707	0.00208538889720823	2
AT3G23590+AT3G23600:8471127:8471784	0.00212575829802578	2
