groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Col_0	fio1	log2fold_fio1_Col_0	abs_logFC	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.Wang_Col.0_1.bam	countData.Wang_Col.0_2.bam	countData.Wang_fio1_1.bam	countData.Wang_fio1_2.bam	transcripts
AT3G09080	E022	5.50166371453649	0.0975120822353144	19.9741130691742	7.84977302910559E-06	0.0052874058910549	4.15159202883112	0.0181057696886739	-15.6835525003484	15.6835525003484	3	2780910	2781097	188	-	10	10	0	0	"c(""AT3G09080.2"", ""AT3G09080.3"", ""AT3G09080.4"")"
AT1G17090	E006	6.84969836369899	0.158932161426611	14.2063290106248	0.000163818593707655	0.0322121971981765	0.0191475347526193	4.31996303777211	15.6369594364158	15.6369594364158	1	5843211	5843263	53	-	0	0	20	10	"c(""AT1G17090.2"", ""AT1G17090.1"", ""AT1G17090.5"", ""AT1G17090.4"", ""AT1G17090.3"")"
AT1G17090	E007	6.84969836369899	0.158932161426611	14.2063290106248	0.000163818593707655	0.0322121971981765	0.0191475347526193	4.31996303777211	15.6369594364156	15.6369594364156	1	5843264	5843267	4	-	0	0	20	10	"c(""AT1G17090.5"", ""AT1G17090.1"", ""AT1G17090.4"", ""AT1G17090.2"")"
AT4G14710	E014	4.03381307698715	0.106890862645595	13.765466347842	0.000207108551261236	0.0371873593340698	0.0156149586193806	3.47530885856872	15.5971252029875	15.5971252029875	4	8426452	8426471	20	-	0	0	8	10	"c(""AT4G14710.1"", ""AT4G14710.6"", ""AT4G14710.5"", ""AT4G14710.4"", ""AT4G14710.3"")"
AT4G15233+AT4G15230	E038	5.91106993479504	0.147856418887157	15.1169454103061	0.000101052138018464	0.0245483174479497	0.0190435025243971	4.21009348607339	15.5782690079972	15.5782690079972	4	8688250	8688256	7	+	0	0	16	10	"c(""AT4G15233.3"", ""AT4G15233.1"", ""AT4G15233.6"", ""AT4G15233.5"")"
AT4G15233+AT4G15230	E037	5.91106993479504	0.147856418887157	15.1169454103061	0.000101052138018464	0.0245483174479497	0.0190435025244255	4.21009348607339	15.5782690079952	15.5782690079952	4	8688150	8688249	100	+	0	0	16	10	"c(""AT4G15233.3"", ""AT4G15233.6"", ""AT4G15233.5"")"
AT4G38780+AT4G38781	E024	6.00615977066216	0.161764713407533	13.8137897924477	0.000201849296033583	0.0367377230025474	3.89984814267402	0.0176456065684363	-15.5771742302706	15.5771742302706	4	18110833	18111040	208	-	16	6	0	0	AT4G38780.1
AT3G49630	E014	4.54113026205524	0.100506457677398	15.740764136381	7.26417284904618E-05	0.0205031278664329	0.0186074651578281	3.93601948361797	15.450691216778	15.450691216778	3	18400103	18400276	174	+	0	0	12	8	"c(""AT3G49630.1"", ""AT3G49630.2"", ""AT3G49630.3"")"
AT2G33385	E015	4.97889953227963	0.114421933861176	13.018897045498	0.000308363381332939	0.0460874036151995	3.49639406906257	0.0168917686551993	-15.3878071222578	15.3878071222578	2	14149711	14149769	59	-	6	12	0	0	"c(""AT2G33385.4"", ""AT2G33385.1"", ""AT2G33385.2"", ""AT2G33385.3"")"
AT1G15772	E002	6.02507884664341	0.109074577560604	16.44826097707	4.99960236974772E-05	0.0166934595635506	0.0178435668531449	3.58485757743932	15.3017870928017	15.3017870928017	1	5429018	5429092	75	-	0	0	22	4	"c(""AT1G15772.4"", ""AT1G15772.3"", ""AT1G15772.1"", ""AT1G15772.2"")"
AT2G33240	E045	4.93443853527497	0.0882653864957155	16.1794821976602	5.76147930239794E-05	0.0181557170362372	0.0194932571357072	3.80290731449639	15.2171505163685	15.2171505163685	2	14094520	14094666	147	-	0	0	10	12	"c(""AT2G33240.8"", ""AT2G33240.1"", ""AT2G33240.3"", ""AT2G33240.2"", ""AT2G33240.7"", ""AT2G33240.4"", ""AT2G33240.6"")"
AT4G24860	E020	4.383062845498	0.155196144784351	14.2976170284392	0.000156062317356954	0.0315199685008289	3.68242332192173	0.0189412364321981	-15.2070714926799	15.2070714926799	4	12805089	12805237	149	-	10	6	0	0	"c(""AT4G24860.4"", ""AT4G24860.3"", ""AT4G24860.2"", ""AT4G24860.1"")"
AT5G02080	E022	3.30099822872189	0.133965819616041	15.3296078116615	9.02902543205095E-05	0.0232922994908796	3.38232029611413	0.0176198079613528	-15.1702783038415	15.1702783038415	5	411621	411740	120	+	6	6	0	0	"c(""AT5G02080.4"", ""AT5G02080.3"", ""AT5G02080.6"", ""AT5G02080.2"")"
AT5G11860	E002	6.36801655551214	0.16233723193657	15.906368910602	6.65543802891955E-05	0.0196692204446319	4.24103294719941	0.0221119465134336	-15.1683628577683	15.1683628577683	5	3821755	3821802	48	-	7	16	0	0	"c(""AT5G11860.3"", ""AT5G11860.1"")"
AT5G11020	E013	5.46512746227411	0.123750038925937	16.5757447306602	4.67450578844811E-05	0.0160146693796241	4.00671685060905	0.0210764631054587	-15.1426010305838	15.1426010305838	5	3488555	3488665	111	-	14	6	0	0	"c(""AT5G11020.2"", ""AT5G11020.3"")"
AT4G38780+AT4G38781	E025	4.383062845498	0.115386427875221	12.9991608398271	0.000311630603072015	0.046389394650526	3.33084714334842	0.0176454491732159	-15.1218058572625	15.1218058572625	4	18111041	18111082	42	-	10	6	0	0	"c(""AT4G38781.1"", ""AT4G38780.1"")"
AT5G48510	E001	7.06995626130708	0.192367623196297	20.1272023782126	7.24587585506873E-06	0.00505364672778074	5.15434285831509	0.0277112287639625	-15.0805209303407	15.0805209303407	5	19658080	19658217	138	+	22	4	0	0	AT5G48510.1
AT1G11070	E002	4.99716765841082	0.154845903225615	13.3526693619934	0.000258055046487145	0.0421026738953376	3.4772701211013	0.0187767806710042	-15.0667122284087	15.0667122284087	1	3690212	3690624	413	-	4	14	0	0	"c(""AT1G11070.5"", ""AT1G11070.4"", ""AT1G11070.2"", ""AT1G11070.3"", ""AT1G11070.1"")"
AT3G05365	E005	3.01221394839668	0.180469952869711	15.2814416868037	9.26220322722515E-05	0.0234548337581463	4.00700978370296	0.0219158333433143	-15.0301306582694	15.0301306582694	3	1534804	1534904	101	-	7	4	0	0	"c(""AT3G05365.2"", ""AT3G05365.1"")"
AT4G15215	E008	5.40375274972695	0.0840572873551334	16.3979459059636	5.13408367542646E-05	0.0170698492641599	0.0212165239572926	3.87158937433864	15.0244136837998	15.0244136837998	4	8671764	8671881	118	+	0	0	12	12	"c(""AT4G15215.3"", ""AT4G15215.7"", ""AT4G15215.8"", ""AT4G15215.5"", ""AT4G15215.4"")"
AT5G11020	E012	4.94236328001725	0.0916835190280508	17.7037010447626	2.58123892187848E-05	0.0116401265876239	3.8066225874334	0.0210763346570104	-14.9946727035982	14.9946727035982	5	3488478	3488554	77	-	10	8	0	0	AT5G11020.3
AT5G13870	E005	4.465124320823	0.0992153454761794	13.5324252386639	0.000234476845851853	0.0398232531346073	0.0199092826292713	3.55229635148186	14.9593659475154	14.9593659475154	5	4476567	4476720	154	-	0	0	8	12	"c(""AT5G13870.2"", ""AT5G13870.3"")"
AT5G50090	E005	4.96976546921403	0.100153435992763	14.3093209143855	0.000155095016995781	0.0314460156487918	3.51383114491281	0.0198319109314014	-14.9391646423501	14.9391646423501	5	20370709	20370785	77	+	7	11	0	0	AT5G50090.3
AT1G09170	E015	3.86029866324114	0.123362431606183	13.9162665836201	0.000191137120283805	0.0353595009244037	3.33243582178909	0.0189192161523124	-14.9220702805259	14.9220702805259	1	2958641	2958645	5	-	6	8	0	0	"c(""AT1G09170.8"", ""AT1G09170.6"", ""AT1G09170.7"", ""AT1G09170.3"", ""AT1G09170.4"", ""AT1G09170.2"", ""AT1G09170.5"")"
AT5G54250	E005	3.86029866324114	0.130898952202227	12.8821815986521	0.000331725324630494	0.0479101080489445	3.29739590452397	0.0188241937995315	-14.9060798056735	14.9060798056735	5	22025475	22025518	44	-	6	8	0	0	"c(""AT5G54250.2"", ""AT5G54250.4"", ""AT5G54250.3"")"
AT5G47455+AT5G00595	E022	4.40133097162919	0.112226376028312	16.281867110314	5.45837972643588E-05	0.0175890962802733	3.65422014034274	0.0210891788224501	-14.8749258672772	14.8749258672772	5	19252380	19252383	4	+	8	8	0	0	"c(""AT5G47455.2"", ""AT5G47455.8"", ""AT5G47455.9"", ""AT5G47455.7"", ""AT5G47455.11"")"
AT2G42510	E018	5.36574977911082	0.0794171732923718	18.2351453930549	1.95242667690157E-05	0.00985197012324243	0.0227665934059758	3.92087499449681	14.8574842378118	14.8574842378118	2	17704303	17704612	310	+	0	0	10	14	"c(""AT2G42510.2"", ""AT2G42510.3"", ""AT2G42510.5"", ""AT2G42510.1"")"
AT3G09670	E003	6.56546020518141	0.0994540751091478	20.1993795225365	6.97755641870942E-06	0.00488837011760932	4.29209722855981	0.0259799856826817	-14.7377834047525	14.7377834047525	3	2966514	2966520	7	+	16	8	0	0	AT3G09670.2
AT3G25260	E001	6.84969836369899	0.148044796435287	20.8036830402158	5.08850140118476E-06	0.00391442947739865	0.0358394858880331	5.68840667807345	14.6233081234032	14.6233081234032	3	9199438	9199690	253	+	0	0	20	10	AT3G25260.1
AT2G45940	E004	4.94236328001725	0.143055983906462	15.9838199892913	6.38861606096578E-05	0.0192637928390532	3.7076815434784	0.0237322697111324	-14.5761712935754	14.5761712935754	2	18904182	18904325	144	+	10	8	0	0	AT2G45940.1
AT1G27390	E007	4.383062845498	0.137051328619116	14.8242630224103	0.000118007458184175	0.0269563732464348	3.62614974256053	0.0232116013538928	-14.5759727794605	14.5759727794605	1	9514664	9514813	150	-	10	6	0	0	AT1G27390.2
AT3G47950	E015	6.5837283313126	0.0838824581813192	20.9101071624818	4.81348120237706E-06	0.00375426787719652	4.27157146427064	0.0277122155531515	-14.5376945015982	14.5376945015982	3	17696282	17696314	33	+	14	10	0	0	"c(""AT3G47950.2"", ""AT3G47950.1"")"
AT3G43920	E006	4.77578736928123	0.151097636589222	12.8585427497804	0.00033594209873521	0.0481343394675625	0.0242159180410511	3.71683703158715	14.5250818210733	14.5250818210733	3	15753935	15753943	9	+	0	0	13	8	"c(""AT3G43920.5"", ""AT3G43920.3"", ""AT3G43920.4"", ""AT3G43920.2"")"
AT3G55080	E003	5.4833955884053	0.116695662966571	14.0443784677709	0.000178546752041061	0.0339219374631426	3.65135293584919	0.0239730840780226	-14.5028340960771	14.5028340960771	3	20411391	20411398	8	-	12	8	0	0	"c(""AT3G55080.5"", ""AT3G55080.3"", ""AT3G55080.1"", ""AT3G55080.4"")"
AT3G59820	E018	6.28537672270671	0.067548796755852	19.9657802807407	7.88405718759739E-06	0.0052874058910549	0.027922609027172	4.19242298381602	14.4618510482888	14.4618510482888	3	22101924	22102074	151	-	0	0	13	15	"c(""AT3G59820.3"", ""AT3G59820.4"")"
AT2G42510	E017	4.03381307698715	0.105876856591175	13.4966967505337	0.000238983775981777	0.0403702507519873	0.0227669239158956	3.39789041540629	14.4440566436599	14.4440566436599	2	17704197	17704302	106	+	0	0	8	10	"c(""AT2G42510.3"", ""AT2G42510.5"", ""AT2G42510.1"")"
AT4G35770	E007	6.77369242246674	0.0629197952302302	15.4486813624994	8.47760718763976E-05	0.0227176631858625	0.0265603717110423	3.88748618453954	14.3880728984561	14.3880728984561	4	16945675	16945774	100	+	0	0	16	14	"c(""AT4G35770.4"", ""AT4G35770.5"")"
AT1G52450	E005	7.55366968537695	0.11039053951158	17.124326344426	3.50109912753304E-05	0.0137716341747368	0.0319080097178528	4.65222412085149	14.3774865254008	14.3774865254008	1	19542220	19542350	131	-	0	0	23	10	"c(""AT1G52450.2"", ""AT1G52450.1"")"
AT3G13800	E006	4.41959909776038	0.152255310316543	13.6952420063184	0.000214998501394641	0.0378996534109362	3.58350082009176	0.0248124338352795	-14.3493755907259	14.3493755907259	3	4539066	4539069	4	+	6	10	0	0	"c(""AT3G13800.2"", ""AT3G13800.3"")"
AT2G19440	E006	3.84203053710995	0.137953542425817	12.9591078432411	0.000318368859098094	0.0468472491017154	3.36392067895085	0.0237910253668474	-14.2880904315427	14.2880904315427	2	8420046	8420195	150	-	8	6	0	0	AT2G19440.1
AT1G01520+AT1G01510	E012	6.09750040131811	0.207369999456915	13.5918788352234	0.000227166151845093	0.0388761301801552	4.12284745123219	0.0292879994281634	-14.275765523698	14.275765523698	1	191138	191258	121	+	6	16	0	0	"c(""AT1G01520.4"", ""AT1G01520.2"", ""AT1G01520.1"", ""AT1G01520.3"", ""AT1G01520.5"")"
AT1G09045+AT1G28765	E010	3.31926635485308	0.141416118943763	13.7876874638671	0.000204673196687901	0.0370033235528583	3.28614669675184	0.0237179492312976	-14.2294308810758	14.2294308810758	1	10108973	10109063	91	-	4	8	0	0	"c(""AT1G09045.2"", ""AT1G09045.1"")"
AT1G17350	E002	3.86029866324114	0.13054297647594	15.0160479950557	0.000106600803616816	0.0253226841898171	3.57229710557354	0.0266458466738868	-14.134638962355	14.134638962355	1	5941750	5941783	34	+	6	8	0	0	"c(""AT1G17350.3"", ""AT1G17350.1"", ""AT1G17350.4"")"
AT5G49970	E014	6.34238117863089	0.0874250064376265	20.2842526951761	6.67476937286064E-06	0.00473972050883436	0.0326548087648462	4.35092135098395	14.1173116681593	14.1173116681593	5	20332470	20332486	17	+	0	0	16	12	AT5G49970.2
AT1G36675	E004	5.4833955884053	0.170675913492556	15.1853673014287	9.74556824395566E-05	0.0241990786406995	4.20232149677958	0.0315665740836266	-14.1147344551128	14.1147344551128	1	13869169	13869225	57	+	12	8	0	0	AT1G36675.1
AT3G14350	E018	4.93443853527497	0.0886641532613288	17.6237262253521	2.69208699141659E-05	0.0120706258185714	0.0295525500770282	3.89179498498797	14.0832573792482	14.0832573792482	3	4786415	4786808	394	-	0	0	10	12	AT3G14350.2
AT1G29041+AT1G29040	E017	3.86029866324114	0.14641743170757	13.2865313716971	0.000267319591306241	0.0426762266360933	3.39600421734093	0.0259073640314966	-14.0696077227574	14.0696077227574	1	10136185	10136241	57	+	6	8	0	0	AT1G29041.1
AT5G46915	E003	3.30099822872189	0.138205036405535	16.7937013639531	4.16713899543351E-05	0.0149304404039355	3.6138981852306	0.027831704526875	-14.0424338005765	14.0424338005765	5	19052277	19052333	57	-	6	6	0	0	AT5G46915.1
AT1G67640	E001	5.98707587602728	0.0883496370495946	17.2529088318865	3.27196235898324E-05	0.0133759631032138	0.0331318609246125	4.29601632347988	14.0387823533964	14.0387823533964	1	25351906	25352226	321	-	0	0	20	6	AT1G67640.1
AT5G64010+AT5G09175	E006	6.85424448550662	0.0930178338042605	21.6959581701923	3.19463673380002E-06	0.00273954938399984	4.4075829333396	0.0343124628180931	-14.0118113588889	14.0118113588889	5	25617702	25617729	28	-	15	10	0	0	"c(""AT5G09175.3"", ""AT5G09175.1"", ""AT5G09175.4"", ""AT5G09175.5"")"
AT4G19590	E002	4.40133097162919	0.108801600129337	16.8402033416929	4.06626851529663E-05	0.014771379267917	3.78286822109158	0.0310305347675524	-13.8604667428209	13.8604667428209	4	10670610	10670674	65	+	8	8	0	0	"c(""AT4G19590.3"", ""AT4G19590.2"")"
AT5G04730	E001	3.84203053710995	0.141957630653627	20.0803949394231	7.42539569012082E-06	0.00509044882748435	4.09645335660639	0.0343132604604648	-13.8003032331248	13.8003032331248	5	1363965	1365152	1188	-	8	6	0	0	AT5G04730.1
AT5G38747	E007	7.95361724212593	0.0809447092347153	17.8887510029673	2.34201340683792E-05	0.0109602953895121	0.0372797782053738	4.39993594999655	13.767474255027	13.767474255027	5	15520718	15520815	98	+	0	0	10	26	AT5G38747.1
AT4G19820	E001	4.50312729143912	0.100866739700727	16.706960567534	4.36206603441319E-05	0.0154874068969795	0.0319738993933072	3.76671578640901	13.761697805764	13.761697805764	4	10767072	10767347	276	-	0	0	10	10	AT4G19820.1
AT2G27500	E004	4.40133097162919	0.104120512593966	17.0204280546362	3.69798153792664E-05	0.0140092404586035	3.69501675851947	0.0314812929521793	-13.7510013153807	13.7510013153807	2	11752448	11752653	206	-	8	8	0	0	AT2G27500.2
AT1G10840	E012	10.5728483922279	0.0413047674972898	34.4639542974122	4.34218555413646E-09	1.74723979793895E-05	0.0475921872205731	5.41863303365335	13.6645220534247	13.6645220534247	1	3610174	3610289	116	-	0	0	23	24	AT1G10840.2
AT3G01490	E008	6.75469093715868	0.062548271971467	20.1103301889744	7.31007772337033E-06	0.00505364672778074	0.0370505151239513	4.2073757458337	13.6560143399046	13.6560143399046	3	193538	193721	184	-	0	0	15	15	AT3G01490.1
AT5G07350	E001	4.40133097162919	0.100502454265374	15.274084826265	9.2983482782522E-05	0.0234548337581463	3.50197274294123	0.0309487176399728	-13.6452918998018	13.6452918998018	5	2319994	2320020	27	-	8	8	0	0	AT5G07350.1
AT5G07350	E002	4.40133097162919	0.100502454265374	15.274084826265	9.2983482782522E-05	0.0234548337581463	3.50197274294104	0.0309624193290858	-13.6440147557347	13.6440147557347	5	2320021	2320043	23	-	8	8	0	0	"c(""AT5G07350.1"", ""AT5G07350.2"")"
AT1G58007	E008	5.75905805233055	0.095502950180797	15.2623762578437	9.35616668000559E-05	0.0234548337581463	0.0364867177403028	4.01288595475913	13.5635670150849	13.5635670150849	1	21447252	21447502	251	-	0	0	8	18	"c(""AT1G58007.4"", ""AT1G58007.2"", ""AT1G58007.3"")"
AT2G39240	E012	3.86029866324114	0.121661492842029	15.8147425928133	6.9856086289378E-05	0.0200551731747874	3.46393368729923	0.0333186126132432	-13.4008597370408	13.4008597370408	2	16387364	16387435	72	-	6	8	0	0	"c(""AT2G39240.2"", ""AT2G39240.1"")"
AT2G07629	E003	5.68305211109831	0.182009057051851	14.6134644846907	0.000131968279320815	0.0288388235412138	0.0407228137996754	4.20359436861494	13.3807300080847	13.3807300080847	2	3313370	3313424	55	-	0	0	4	22	"c(""AT2G07629.1"", ""AT2G07629.2"")"
AT1G09040	E001	9.11884841278039	0.121366857297475	23.2430584415587	1.42764809497629E-06	0.00160150314975927	5.09351885132801	0.0493684657371887	-13.3799799247387	13.3799799247387	1	2911250	2911463	214	+	12	21	0	0	AT1G09040.1
AT4G00740	E011	4.54113026205524	0.123480758773849	14.5989529939664	0.000132988411649629	0.0289459146027573	0.0367509505186376	3.74778544618769	13.3453747817524	13.3453747817524	4	310485	310517	33	-	0	0	12	8	AT4G00740.2
AT4G00020	E008	5.34674829380276	0.108473515972145	14.5466563248192	0.000136731089470864	0.0293895061956152	0.0367183284253656	3.73554340610076	13.3384891759034	13.3384891759034	4	4439	4544	106	-	0	0	9	15	"c(""AT4G00020.4"", ""AT4G00020.3"")"
AT3G46200	E011	7.87097201736443	0.0590521256305936	27.1243686643761	1.90777880878677E-07	0.000374237045302146	0.0481073527797946	4.86947175886979	13.3246673623546	13.3246673623546	3	16970545	16970622	78	+	0	0	17	18	AT3G46200.3
AT4G28150	E003	4.32547464013732	0.129500277854526	12.9933695528506	0.000312595926657371	0.046389394650526	0.0354122973274968	3.5670805637246	13.3097397963136	13.3097397963136	4	13978015	13978101	87	-	0	0	12	7	AT4G28150.3
AT5G59610	E002	3.84203053710995	0.131889986436823	13.0654489798835	0.00030079309313045	0.0457212146976647	3.32361672449213	0.0333795819146019	-13.2761921433667	13.2761921433667	5	24011040	24011068	29	+	8	6	0	0	"c(""AT5G59610.3"", ""AT5G59610.1"", ""AT5G59610.4"")"
AT5G22690	E009	3.86029866324114	0.122573756714076	13.0271282035326	0.000307010983787781	0.0460231200044117	3.30135012480324	0.03319129295366	-13.2731064477676	13.2731064477676	5	7544695	7544810	116	+	6	8	0	0	AT5G22690.2
AT4G02130	E007	4.12168075436957	0.110508023421122	13.6723243512539	0.000217638381181057	0.0380336400858847	3.32282291185444	0.0348809884087586	-13.1485524005857	13.1485524005857	4	947076	947085	10	-	8	7	0	0	"c(""AT4G02130.3"", ""AT4G02130.1"")"
AT5G49800	E003	7.96597944390474	0.130313169596715	17.0241938225511	3.69065486888037E-05	0.0140092404586035	0.0489268999060641	4.60946018741242	13.1173899312341	13.1173899312341	5	20234894	20234986	93	-	0	0	22	13	AT5G49800.2
AT5G48720	E004	4.93443853527497	0.0873802580193682	16.4942366675738	4.87981813714423E-05	0.01636597282232	0.0403443073951451	3.78584680204588	13.1053864310225	13.1053864310225	5	19759273	19759694	422	+	0	0	10	12	AT5G48720.1
AT1G55280	E005	3.86029866324114	0.116708496506298	14.804330842263	0.000119261299874024	0.0270459466048127	3.44926181002626	0.0372711440410001	-13.0651425203466	13.0651425203466	1	20624631	20624794	164	-	6	8	0	0	AT1G55280.2
AT4G31780+AT4G31790	E012	5.09308970126872	0.154286241594738	13.2284240547794	0.000275735549467189	0.0434016604949203	0.0421053089784209	3.85669578445015	13.0356552858169	13.0356552858169	4	15377135	15377157	23	+	0	0	7	16	AT4G31780.2
AT3G22220	E003	4.97889953227963	0.153404542765968	13.2896721432331	0.000266872145586903	0.0426481799176153	3.57476812387395	0.0400343098484939	-12.9619829965036	12.9619829965036	3	7839560	7839647	88	-	6	12	0	0	"c(""AT3G22220.3"", ""AT3G22220.1"", ""AT3G22220.4"")"
AT4G03270	E009	4.92409515388606	0.142791370731262	15.7138482641233	7.36827361814369E-05	0.0206484026280162	3.89355027074171	0.0444286448374953	-12.9081444651393	12.9081444651393	4	1433692	1433861	170	-	12	6	0	0	AT4G03270.1
AT2G31360	E006	3.86029866324114	0.127747441966859	15.0906012293454	0.000102472218406169	0.0247782245095509	3.51455164482871	0.0439506821711007	-12.6436327883858	12.6436327883858	2	13373656	13373862	207	-	6	8	0	0	AT2G31360.1
AT2G42810	E017	5.8350639935628	0.0720248297509963	18.1591802666142	2.03187559729144E-05	0.0100588097589446	0.0507910917783647	3.98300891959241	12.5875762630002	12.5875762630002	2	17816436	17816554	119	-	0	0	12	14	AT2G42810.4
AT5G48620	E007	4.383062845498	0.139514752034895	13.9746824545926	0.000185288938714829	0.0347402370865674	3.54365079067802	0.0457537477562653	-12.5514324183897	12.5514324183897	5	19717076	19717243	168	+	10	6	0	0	"c(""AT5G48620.5"", ""AT5G48620.4"", ""AT5G48620.1"")"
AT4G09010	E014	5.16909564250096	0.0807853204961292	16.2504697559418	5.54958331998642E-05	0.0177313723733063	0.0542739013421851	3.76720097738112	12.2353417559435	12.2353417559435	4	5779547	5779572	26	-	0	0	11	12	AT4G09010.3
AT4G39830	E006	4.54113026205524	0.106304055824637	14.5862477214194	0.000133888086627452	0.0290611221611793	0.0521906958819898	3.56874154285308	12.1919994920006	12.1919994920006	4	18479633	18479671	39	+	0	0	12	8	"c(""AT4G39830.1"", ""AT4G39830.2"", ""AT4G39830.3"")"
AT1G04837+AT1G11100	E023	3.81815745506922	0.108432528383404	12.8814519259747	0.000331854684219196	0.0479101080489445	0.0504561618778894	3.36097961649961	12.1163388328712	12.1163388328712	1	3709361	3709586	226	-	0	0	8	9	"c(""AT1G11100.3"", ""AT1G11100.4"")"
AT1G64790	E067	95.3912088702049	0.00502586811177602	267.006435712372	5.09749477009671E-60	2.66651650588682E-55	16.0891373904381	2.8363586171705	-5.02843687919417	5.02843687919417	1	24082539	24082720	182	-	170	167	6	6	AT1G64790.2
AT5G51950	E006	8.9825146720908	0.170743936190072	13.9376475119901	0.000188975344709187	0.0351375471807552	4.7315680336132	0.864396440005663	-4.906876710656	4.906876710656	5	21107724	21108352	629	-	22	10	1	0	"c(""AT5G51950.3"", ""AT5G51950.1"", ""AT5G51950.2"")"
AT2G30480	E013	8.0985709102783	0.216025530691606	12.9053360834135	0.000327646696565912	0.0474513056075166	5.38558148779987	1.00422953051449	-4.84831592036883	4.84831592036883	2	12988670	12988673	4	-	22	6	2	0	"c(""AT2G30480.8"", ""AT2G30480.13"", ""AT2G30480.2"", ""AT2G30480.7"", ""AT2G30480.6"")"
AT5G20680	E005	16.4218926646257	0.0425846823070956	33.5859361308733	6.81839420536256E-09	2.54766052628989E-05	1.28652784218281	6.67841014556555	4.75555625273725	4.75555625273725	5	6998351	6998778	428	+	0	2	29	42	"c(""AT5G20680.5"", ""AT5G20680.4"")"
AT1G52700	E015	5.73632082176248	0.0734497008960872	16.1229551118904	5.93601644276318E-05	0.0184464355718667	4.05341346136802	0.797983274764135	-4.69070568765798	4.69070568765798	1	19633611	19633977	367	-	10	10	1	0	AT1G52700.2
AT5G07340	E009	6.79968404719232	0.058579142608846	18.4841003137893	1.71327642883376E-05	0.00908331700180104	0.878284157127609	4.43195516648615	4.67191072823714	4.67191072823714	5	2319650	2319843	194	+	0	1	14	15	AT5G07340.1
